	TCGA-2A-A8VL	TCGA-2A-A8VO	TCGA-2A-A8VT	TCGA-2A-A8VV	TCGA-2A-A8VX	TCGA-2A-A8W1	TCGA-2A-A8W3	TCGA-2A-AAYF	TCGA-2A-AAYO	TCGA-2A-AAYU	TCGA-4L-AA1F	TCGA-CH-5737	TCGA-CH-5738	TCGA-CH-5739	TCGA-CH-5740	TCGA-CH-5741	TCGA-CH-5743	TCGA-CH-5744	TCGA-CH-5745	TCGA-CH-5746	TCGA-CH-5748	TCGA-CH-5750	TCGA-CH-5751	TCGA-CH-5752	TCGA-CH-5753	TCGA-CH-5754	TCGA-CH-5761	TCGA-CH-5762	TCGA-CH-5763	TCGA-CH-5764	TCGA-CH-5765	TCGA-CH-5766	TCGA-CH-5767	TCGA-CH-5768	TCGA-CH-5769	TCGA-CH-5771	TCGA-CH-5772	TCGA-CH-5788	TCGA-CH-5789	TCGA-CH-5790	TCGA-CH-5791	TCGA-CH-5792	TCGA-CH-5794	TCGA-EJ-5494	TCGA-EJ-5495	TCGA-EJ-5496	TCGA-EJ-5497	TCGA-EJ-5498	TCGA-EJ-5499	TCGA-EJ-5501	TCGA-EJ-5502	TCGA-EJ-5503	TCGA-EJ-5504	TCGA-EJ-5505	TCGA-EJ-5506	TCGA-EJ-5507	TCGA-EJ-5508	TCGA-EJ-5509	TCGA-EJ-5510	TCGA-EJ-5511	TCGA-EJ-5512	TCGA-EJ-5514	TCGA-EJ-5515	TCGA-EJ-5516	TCGA-EJ-5517	TCGA-EJ-5518	TCGA-EJ-5519	TCGA-EJ-5521	TCGA-EJ-5522	TCGA-EJ-5524	TCGA-EJ-5525	TCGA-EJ-5526	TCGA-EJ-5527	TCGA-EJ-5530	TCGA-EJ-5531	TCGA-EJ-5532	TCGA-EJ-5542	TCGA-EJ-7115	TCGA-EJ-7123	TCGA-EJ-7125	TCGA-EJ-7314	TCGA-EJ-7315	TCGA-EJ-7317	TCGA-EJ-7321	TCGA-EJ-7327	TCGA-EJ-7328	TCGA-EJ-7330	TCGA-EJ-7331	TCGA-EJ-7781	TCGA-EJ-7782	TCGA-EJ-7783	TCGA-EJ-7784	TCGA-EJ-7785	TCGA-EJ-7786	TCGA-EJ-7788	TCGA-EJ-7789	TCGA-EJ-7791	TCGA-EJ-7792	TCGA-EJ-7793	TCGA-EJ-7794
ASB10	-1.9181	3.1546	-1.9181	-0.4438	-1.9181	-1.9181	0.1142	-0.5374	-0.3419	0.1519	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-0.1372	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	0.2522	-1.9181	-1.9181	0.2439	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-0.4606	4.325	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.0637	-1.9181	1.1072	-1.9181	0.3461	-1.9181	-1.9181	-1.9181	3.1418	-1.9181	-0.8505	-0.9181	-1.9181	-1.9181	-1.9181	-1.9181	-0.3008	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-0.5594	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	0.1004	-0.7994	-1.9181	-1.9181	-0.8332	-1.9181	-1.9181	-0.8834	1.4619	2.4038	-1.9181	-1.9181	3.7029	-0.6019	-1.9181
ASB11	-1.9181	-1.9181	-0.6615	-1.9181	-1.9181	-0.4407	-1.9181	-1.9181	-1.9181	-1.9181	-0.5193	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-0.7686	-1.9181	-0.5142	0.3591	-1.9181	-1.9181	-1.9181	-0.7025	-1.9181	-1.9181	-1.9181	-0.4381	-1.9181	0.8841	-1.9181	-1.9181	1.2872	-0.261	-1.9181	-0.8019	1.7914	-0.7642	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	1.7178	-1.9181	-1.9181	-0.0308	-1.9181	0.8215	-1.9181	-1.9181	-1.9181	-0.9977	-1.9181	-1.9181	-1.9181	2.8234	-1.9181	1.0475	-1.9181	3.8264	-0.9181	-1.9181	-1.9181	-1.9181	-1.9181	-0.8938	-1.9181	-0.8178	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-0.1979	-1.9181	-0.7994	-0.8044	-1.9181	-0.8332	-1.9181	-0.8009	-0.2868	0.4134	0.9563	-1.9181	-1.9181	2.1754	-0.6019	-1.9181
ASB12	2.1323	1.8431	1.3902	0.6535	-1.9181	1.8359	2.4287	-1.9181	3.1984	-1.9181	2.4494	-1.9181	1.5479	-0.5949	1.4439	-0.3625	2.6165	0.9128	1.4005	2.4927	-0.553	-0.2718	-1.9181	-1.9181	-1.9181	-0.6906	-0.0842	2.0293	2.6446	1.4384	0.7348	-1.9181	1.8631	0.6896	0.7528	2.6521	0.8841	-1.8049	0.3414	0.4357	-0.261	1.9522	0.5856	1.178	1.9761	0.5289	-1.9181	2.1864	0.8424	1.4885	2.6586	2.4569	0.6711	1.0358	3.2569	-1.9181	1.9335	2.0403	1.8069	1.2573	1.3397	0.6839	2.0643	0.6249	1.9905	1.5696	3.2258	1.3701	1.9889	0.4555	-0.1644	1.2301	0.5644	0.9307	1.7201	1.5795	1.6147	-1.4953	-1.9181	-1.9181	0.9516	-0.8531	-0.3049	-0.5385	1.0919	2.2145	1.9943	1.9857	2.6203	-0.2208	1.8566	0.2544	-1.9181	2.9515	1.7141	0.6211	2.2917	2.531	1.6303	1.34
ASB15	-0.3594	0.6725	-0.6615	-1.9181	-0.3801	-1.9181	-1.9181	-0.5374	-1.9181	-1.9181	-0.5193	-1.9181	-0.7442	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-0.4624	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-0.0913	-1.9181	-1.9181	-1.9181	-1.9181	-0.4651	-1.9181	-1.9181	-0.9376	-1.9181	-1.9181	-1.9181	-0.4276	-1.9181	-1.9181	-1.9181	-0.4606	2.4896	-1.9181	-1.9181	-0.6857	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	0.2743	-1.9181	0.3461	-1.9181	-1.9181	-1.9181	1.7735	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-0.8938	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-0.7575	-1.9181	-1.9181	-0.8009	-0.8834	1.6372	1.3844	0.1552	-1.9181	2.5424	-1.9181	-1.9181
ASB2	8.4988	8.0045	6.2197	8.6534	7.9463	3.7534	7.3775	7.0929	8.5636	8.7757	7.2465	5.0594	7.8905	7.7178	6.8618	4.4476	8.5671	6.9695	8.1443	7.7847	7.0674	6.2968	6.4765	5.9046	5.2683	7.531	5.8312	8.6355	8.1892	7.5338	7.1776	6.6292	7.3078	6.8522	7.821	9.4676	7.0983	4.9676	8.4078	6.0463	6.3831	8.7841	7.4034	7.3654	8.5294	7.3496	7.775	8.8491	7.5384	8.3701	8.6828	8.7772	7.3961	7.4147	7.5988	6.8101	8.007	8.369	8.0115	7.9435	8.5564	6.2559	8.6973	7.3215	8.5746	7.9961	7.0072	8.1566	8.0333	7.9594	5.3377	7.6774	7.7238	7.6904	8.4946	7.6109	7.2208	8.5485	7.3922	7.9507	6.217	7.9573	7.6535	7.1439	7.9699	8.6683	8.1911	8.1788	8.295	7.051	8.47	6.8654	9.0748	8.3988	7.6122	5.2814	8.8606	9.4792	8.7258	8.4176
ASB4	0.8555	-1.9181	-1.9181	-1.9181	-0.3801	-1.9181	0.5766	-1.9181	-0.3419	-1.9181	-1.9181	-0.5925	-0.7442	-0.5949	2.3719	-1.9181	0.7184	-1.9181	-1.9181	-1.9181	-1.9181	0.4772	1.9631	-1.9181	0.7208	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	0.3787	-1.9181	-0.0913	-1.9181	0.2522	2.5356	-1.9181	-0.4651	-0.3065	-0.261	-0.9376	0.253	2.8987	1.3413	-1.9181	-0.5349	-0.321	-0.7049	0.5056	0.7318	-0.0333	-1.9181	0.4179	-1.9181	0.0228	-0.3724	-0.5307	-0.7661	-1.9181	0.4831	-1.9181	1.7275	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	0.6669	-1.9181	-1.9181	-0.0971	0.6957	-1.9181	-0.5739	-1.9181	-0.7971	0.8732	-0.2275	-1.9181	-0.101	0.1785	-1.9181	0.1537	0.5645	-1.9181	0.2564	-1.9181	-1.9181	-1.9181	0.2389	-0.8009	-1.9181	-1.9181	-0.7377	-1.9181	-1.9181	-0.7571	-0.6019	-0.7649
ASB5	6.4133	8.6946	3.4497	6.582	8.4716	3.5933	5.1635	7.2975	8.603	8.8463	5.4454	5.0245	7.4549	6.2958	5.6787	2.6833	6.3889	3.8445	7.0754	6.2548	6.5237	5.0177	6.5503	6.0237	4.4554	4.8478	3.7548	8.5646	5.2319	5.9593	7.1601	5.623	6.5191	7.2883	7.4116	7.4935	4.3798	8.2616	7.9196	5.8288	5.2432	7.4046	6.0463	6.4158	6.4772	5.5897	6.2074	7.5656	5.2853	6.8114	8.699	5.7535	6.3984	5.9047	5.4118	6.0445	6.3759	6.3222	4.9387	7.9884	8.3564	7.1171	8.2831	7.0334	7.7418	8.3539	4.5988	5.179	6.7438	7.149	5.6214	6.665	6.2196	6.6614	7.5102	8.2798	4.6868	6.3111	5.9094	5.2136	4.4352	7.6807	5.6259	5.5382	5.7549	6.793	7.5999	7.1585	8.2084	5.8903	6.8108	5.476	7.745	7.9534	6.7707	5.1837	6.5519	9.3096	6.7485	7.164
ASB9	4.0654	4.1866	2.2254	5.0121	1.189	3.2073	3.5997	3.7915	4.4087	4.608	5.4454	3.8692	5.5989	4.4148	9.1266	5.2763	4.4374	4.0396	6.0266	4.829	2.3975	5.4298	6.5975	3.753	5.1039	5.564	2.7468	4.3956	4.1135	4.3096	4.41	3.5851	3.211	5.5162	6.5622	3.5085	8.0632	4.1359	4.2217	6.4922	4.2095	4.1307	4.9619	7.549	5.1406	5.1963	5.1185	4.9947	4.8344	3.618	4.9314	5.0972	4.2367	5.5116	3.5611	5.7744	5.8993	3.4251	3.6869	3.1323	4.4829	5.7623	3.4211	7.4037	4.3516	4.5248	3.8113	7.1447	4.9768	4.437	6.5124	3.8421	4.5084	7.2874	3.6418	4.4828	4.5595	5.1977	2.8165	2.3874	7.3357	3.2931	3.3564	2.817	4.893	5.6763	3.6626	3.4245	3.6653	3.049	4.0917	4.5716	5.7279	3.4973	3.7005	3.3259	4.232	5.2804	4.8605	4.15
ASCL1	1.2168	2.4807	3.7936	1.6269	5.2112	4.2946	3.5502	0.1551	2.4616	2.8989	-0.5193	1.4093	0.6729	0.543	1.9813	1.2126	6.3405	2.7017	-0.5984	1.9827	2.9581	0.9677	2.1435	5.1193	4.115	2.6194	4.7406	1.2542	2.141	2.9262	3.2268	3.3611	1.3297	1.862	-0.4381	3.6747	4.2053	5.4918	2.4122	0.4357	3.3954	2.9508	2.2928	2.7351	2.1631	1.8548	3.3297	5.0886	3.9326	5.4647	3.0718	3.9511	0.6711	2.6636	4.8793	2.1365	3.4502	2.3128	4.9538	2.0977	1.6311	-1.9181	2.2071	2.0346	2.7817	1.8656	7.4391	1.9049	4.0362	2.5356	-0.1644	2.8007	2.5072	2.2148	3.1403	2.7269	3.4375	3.0861	1.0238	-1.9181	2.2033	3.063	0.5016	3.6984	3.0282	2.2345	5.4172	2.2882	1.8211	2.9963	3.3263	3.55	2.6714	0.4134	-0.0971	4.5353	2.4221	1.353	2.4305	3.2223
ASCL2	5.6647	1.5475	3.4975	6.7428	2.7686	1.6312	3.8245	2.3026	4.727	1.6901	3.9869	1.7879	4.1871	2.6384	4.074	2.4321	5.8897	3.8211	9.6171	5.6404	2.7048	5.0177	3.0996	1.1367	5.3683	5.0415	2.6719	4.142	6.0773	3.3287	2.6352	7.2262	2.2517	4.0095	5.7987	4.9356	6.6533	1.9531	5.9727	3.1649	2.9398	4.7295	4.0022	4.6915	3.7259	4.0062	4.4005	5.0188	4.6054	4.298	5.9084	6.2075	2.5893	4.6993	5.7056	3.7854	4.6525	3.6383	4.9079	3.0524	5.3989	3.0559	5.6531	3.2028	2.1236	2.111	3.1827	5.6314	3.9889	3.5023	5.1718	4.6857	4.0228	5.9879	4.8869	2.8532	5.0266	4.8898	1.6836	2.1388	4.6803	3.2499	2.8423	3.324	6.615	6.4374	7.0579	3.4245	4.1633	3.049	4.9724	4.0851	5.1503	3.5855	4.7942	3.7004	4.9356	6.9494	5.16	4.457
ASCL3	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-0.7442	-1.9181	-1.9181	-1.9181	0.3787	-1.9181	0.5382	-0.7374	-1.9181	-1.9181	-1.9181	-0.7686	-0.4624	-1.0517	-0.7276	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	0.3513	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-0.8019	-1.9181	-0.7642	-0.4276	-1.9181	-0.321	-0.7049	-1.0128	0.921	-0.435	-1.9181	-0.0308	2.9329	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-0.5148	-1.9181	-1.9181	-1.0294	-1.9181	-1.9181	-0.3332	-1.9181	-0.1644	-1.9181	-1.9181	-1.9181	0.5717	-1.9181	-0.7971	-0.6074	-1.9181	-1.9181	0.6783	-1.9181	-0.6253	-1.9181	-0.8155	-1.9181	1.0871	-0.8044	-0.7575	-1.9181	-0.1926	-1.9181	-1.9181	-1.9181	-0.7377	1.2553	0.5084	-1.9181	-0.6019	-0.1324
ASCL4	0.8555	2.9213	-1.00E-04	-1.9181	1.9228	-0.4407	-1.9181	2.0302	0.878	-1.9181	2.2002	-0.5925	-0.1056	-0.5949	-0.1867	-0.3625	0.9931	-0.4602	0.886	0.683	0.1357	-1.9181	-1.9181	-1.9181	-1.9181	-1.0517	-0.0842	1.4903	0.246	-1.9181	-1.9181	-0.0664	1.3297	0.3513	-1.9181	-0.0598	-1.9181	3.5618	-0.4651	0.4357	0.9813	2.2148	-0.1802	1.178	-1.9181	0.7667	0.1581	0.4184	-0.7049	-1.0128	1.238	1.7452	0.6711	1.0358	2.1477	-1.9181	-0.3724	1.501	-0.1337	0.7501	0.4831	-0.7367	1.2875	0.6249	1.4769	2.111	-0.8887	-1.9181	0.8893	0.4555	0.6042	1.3844	0.4316	-0.3008	1.8166	2.5886	0.2597	0.0678	0.7978	0.5912	-1.9181	0.1785	-0.6253	-1.9181	0.233	-1.9181	2.203	0.5817	2.4581	-1.9181	0.5708	-0.8009	-1.9181	0.755	0.6828	-1.9181	0.9151	2.2763	0.8812	2.5286
ASF1B	4.7293	6.0015	6.2054	5.9848	7.6166	5.8191	7.5668	4.0719	6.172	5.4265	7.3381	5.5996	5.8017	5.4458	6.5764	5.786	5.6628	6.4911	3.8984	6.1153	6.9063	7.2839	8.5412	7.3635	6.0689	8.6638	9.3453	6.2515	5.1778	5.921	5.3274	6.1503	6.2187	6.6247	8.4304	6.0248	6.6189	9.2249	4.7514	4.1872	6.9266	6.9882	7.5486	6.5074	6.2379	5.7903	5.7746	5.5512	7.8578	7.1971	6.057	6.1982	6.5217	6.0825	5.1375	7.4539	6.0171	6.8757	6.1517	4.1872	4.3287	7.7115	4.5173	5.6707	4.9153	7.2057	7.0677	6.4618	6.1154	6.5022	6.8394	6.477	4.9742	5.9113	7.3893	6.2234	5.8524	6.4339	6.3509	7.1097	5.8669	7.5928	6.2379	5.813	7.0611	5.8276	5.8713	5.6035	5.9011	6.8393	6.1198	6.5016	6.1047	5.1777	7.4857	8.4356	6.6715	5.726	6.0469	6.4705
ASGR1	2.7988	2.9213	0.7951	4.105	3.0576	4.5486	2.1222	1.8719	2.7131	1.2513	4.6902	2.0876	4.7826	2.2131	3.5003	0.3685	3.9172	3.3835	4.6781	2.4927	1.4682	4.3215	3.0095	2.0472	3.3799	3.2007	3.5189	1.2542	4.0746	1.4384	1.7713	1.4227	0.8188	2.5001	2.3219	3.8471	3.0303	4.7909	2.5317	2.3675	3.5438	3.6873	1.9902	3.6613	2.53	2.3374	1.8756	2.0057	1.4368	3.3173	3.8768	2.8385	2.4791	1.7986	3.5611	1.0996	2.7797	3.0686	2.4435	3.2799	1.6311	1.9836	1.5242	0.9767	2.0154	1.9521	3.1382	3.1169	0.082	1.6852	-0.1644	1.3844	1.435	2.5874	3.072	1.4254	1.0907	4.0634	2.0344	1.9965	1.8494	2.2016	0.8476	0.6195	1.4294	3.8476	2.297	2.3765	2.0661	1.3997	2.2757	3.918	2.317	1.2625	-0.0971	3.3858	2.1483	2.6212	1.7737	2.1618
ASGR2	1.746	1.5475	0.4515	0.2701	1.4771	1.1066	1.4426	0.1551	3.6837	0.1519	3.8636	1.9455	4.8672	0.891	1.9813	-0.3625	3.4087	-0.0618	2.2077	-0.0968	0.1357	1.333	0.8657	1.1367	2.6461	1.005	0.6978	1.871	2.2843	0.9222	0.3943	0.9931	0.0203	0.3513	1.1102	3.2522	1.7768	-0.0202	3.0146	2.6435	2.8285	3.2137	0.253	2.8987	2.1631	0.2898	1.4948	1.5578	2.3645	1.8069	3.5152	1.6392	2.4791	0.4179	-0.1431	0.4767	3.2336	2.1829	2.5268	2.3187	0.4831	2.6561	2.4563	2.1773	2.2243	0.6928	0.7155	0.1823	2.082	0.0035	-1.9181	0.9563	2.3626	1.1242	3.3849	0.561	-0.1741	2.4216	1.0238	1.661	0.9516	1.3655	-0.6253	0.1537	2.1747	4.1062	1.0871	1.4482	2.4581	1.3997	2.1818	1.0847	2.792	1.2625	1.3844	0.1552	1.4916	2.8347	0.0748	1.9363
ASIP	1.746	-0.1059	-1.9181	1.3884	-1.9181	-0.4407	-0.5703	0.621	1.5293	-0.5399	1.5176	-0.5925	0.3356	-0.5949	-1.9181	-1.9181	-1.9181	-1.0122	-1.9181	-1.9181	-1.9181	-1.9181	-0.3514	-1.9181	-1.9181	-1.0517	-0.0842	-0.5378	-1.9181	-1.9181	-0.7025	-1.9181	-0.6452	-1.9181	-1.9181	-1.9181	0.0774	-1.9181	1.0731	-0.3065	-1.9181	-1.9181	-1.9181	1.6144	-0.7642	-0.4276	0.1581	-0.321	-0.7049	0.2494	-1.0078	-0.994	-0.4998	-0.6857	-1.9181	-1.9181	-1.9181	0.1632	-1.9181	-1.9181	-0.2667	-0.096	-1.9181	-1.9181	-0.1612	0.2213	-0.8887	-0.2437	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	0.1182	-0.5739	-0.8178	-1.9181	-0.6074	-0.2275	0.1276	-1.9181	-1.9181	-0.6253	-1.9181	-0.8155	1.4261	-1.9181	-0.8044	-0.1228	-1.9181	-0.8115	-1.9181	-0.8834	0.4134	-0.7377	-0.5372	-0.4584	1.1553	-0.6019	-0.1324
ASMT	0.3724	-1.9181	0.4515	-1.9181	2.1028	1.3926	-1.9181	0.621	0.3933	-0.5399	0.9978	-0.5925	-0.7442	0.0834	-1.9181	-1.9181	0.7184	-1.0122	-0.5984	-0.7374	-0.553	-1.9181	-0.3514	-0.7686	-1.9181	-0.1234	-0.7276	0.1543	-0.4634	-1.9181	-0.7025	-0.7136	-0.6452	-1.9181	0.7528	-1.011	-1.9181	-1.9181	-0.4651	0.4357	-0.261	-0.9376	-0.1802	-1.9181	-1.9181	-1.9181	0.1581	0.4184	-0.0551	-1.9181	-1.0078	-1.9181	-1.9181	-0.6857	-0.7732	-0.6432	-0.3724	-0.5307	-1.9181	-0.4403	-1.9181	-1.9181	-1.9181	0.1587	-0.7871	-1.0294	0.1257	-1.9181	0.082	-1.9181	-1.9181	-1.9181	-0.9008	-1.9181	-0.5739	-1.9181	-0.7971	-1.9181	-0.838	-1.9181	-1.9181	-1.9181	-0.6253	0.1537	-0.8155	0.1004	-0.1771	-0.8044	-1.9181	-1.9181	-0.8115	-1.9181	-1.9181	-0.689	-1.9181	0.1552	-1.011	0.3173	-0.6019	0.3059
ASPA	3.658	3.5315	2.7037	3.5886	2.1028	1.3926	2.1222	3.1299	5.0113	2.6298	2.8468	1.611	4.5769	3.6074	1.7374	0.8514	5.643	3.1021	3.3451	3.8757	2.7048	3.1243	3.8878	1.6627	1.362	2.8107	1.2021	4.142	5.3987	2.9262	2.4628	3.4996	3.211	3.0624	2.0189	3.8928	4.076	-0.0202	3.7158	2.3675	0.9813	4.1307	1.6068	3.5672	4.2282	4.0898	4.3412	6.1168	3.223	2.8471	4.3081	4.2137	3.1884	4.03	3.3952	0.4767	3.9062	3.7341	2.9456	2.7821	3.1315	4.1189	4.4325	4.5131	5.9014	2.8122	1.5943	3.5687	3.9646	3.873	-0.1644	4.7942	3.8707	4.8162	3.8598	5.513	3.8949	3.4898	3.0905	5.0963	1.7091	1.5189	3.6489	2.4199	2.5183	4.1723	5.2627	5.2062	4.4051	1.2276	5.4959	2.5445	4.2996	2.8123	4.7942	-0.5372	5.7234	6.1614	3.3947	4.5793
